en,bho
Men must work and women must weep.,आदमिन के काम करे क चाहीं और औरतन के रोवेक।
Mrs. Olsen needs a death certificate from the government.,केवट आलसेन का मउत परमाण पतर अउर काकी।
Will you please help me in lifting the box?,का तु किरपा कइके बक्सा उठवले हमार मदद करब ?
"Convert all your energy in to vengeance, Ranadev Billa.","आपन कुल ताकत हमके खतम कइले में लगाइ दा, रनदेव बिल्ला।"
He'd trained his entire Fife for one purpose.,एगो लच्छ खातिन ऊ अपने पूरे जीवन के परसिच्छित कइले रहल।
is it right to skylark about all day?,का पूरा दिन एहर ओहर घूमत रहल सही हव?
They will buy a car.,ऊ लोग एगो कार खरीदिहें।
"He says, ""l believe this boy's about to have himself an accident.""","एंडी डुफ्रेन, जवन गंदी नदी पार क कें बहरे आयल त दुसरे तरफ साफ रहल।"
Do it before you forget.,भुलाए से पहिले एक करा।
It's going to leave.,ई अब जात बानअ/।
A disagreement over the best way to proceed.,सबसे अछे उपाय के ऊपर असहमति ह् ।
Happiness comes and happiness goes.,खुसी आवत जात हव।
