en,bho
We can't afford so much tobacco,हम एतना तमाखू ना पी सकित।
I make sausage rolls for the party since morning.,हम सुबह से पार्टी खातिर ससेज रोल बनावत हई।
How dare you fall in love with Simran?,तु सिमरन के साथे प्यार कईले क जुर्रत कइसे कइलअ ?
"Rajasthan, Gujarat, Uttar Pradesh, Maharashtra, Chattisgarh and Delhi states of India has established Sindhi Sahitya Academy.","राजस्थान, गुजरात, उत्तर प्रदेश, महाराष्ट्र, छत्तीसगढ़ और दिल्ली भारत क इ जेतना राज्य हवें सिंधी साहित्य अकादमी बनइलें हवें।"
I was confused drunk.,हम उलझन में रहलीं...नशा में।
"Bull, we're early on this one again... and it ain't even broke out yet.","बुल, हम फिनू से ई एक पे जलदी करत हईं...अउर ईहो अबहिन ले बहरे तोरले ना हव"
What's going on? - You're not going to Seattle?,उ इहवाँ मत आना
We'll hope for happiness and blessings on the three of us.,हम तीनों खुँसी अउर आसिरवाद खातिन आसा कै सकत हई।
Her name Tamayan,ओकर नाँव हव तमयन।
I may help you.,हम तोहार मदद कई सकीऽल।
Who wants to drink water?,के पाने पियल चाहत?
And at midnight the ogress came once more,अउर आधी रात में दानवी एक बार फिनु आइल
You should talk less and work more.,तोहके काम जादा आउर बात कम कर के चाहि।
