en,bho
"If Ghandi had not been born, India would perhaps still be a British colony.",गान्धी न रहतन त शायद भारत आज भी अङ्ग्रेज के गुलाम रहीत ।
I won't pay it unless he sends me the bill again.,जब तक दोबारा हमके बिल नाइ भेजबा तब तक हम नाई देऽब।
I like to read.,हमके पढ़ब नीक लगऽल।
Don't talk too much.,जिआदे मत बोलिहा।
Ravi drinks tea.,रवि चाय पियलस।
I repaid his insolence in kind.,हम ओकर बदमाशी क बदला चुकइलीं।
Have you carried a box?,का तु बक्सा ले जा चुकल ?
I believe him to be happy.,हम ओकरे खुशी में खुशी हऽ।
I can't allow you to smoke.,हम तोहके सिगरेट पीएक नाई कहऽब।
How many men do you know?,तु केतना अदमी लोगन के जान चुकल हउअ ?
Ravi got beaten willingly.,रवि के जानबूझ कर पिटा गइऽल
Please bring tomato soup for me.,हमरे खातिर टमाटर सूप ला व।
How is your brother ?,तोहार भाई कइसन हव?
Sheryl went to the ticket office.,शेरिल टिकट घर चल गइलें।
Even now parents are worried about the marriage of their daughters inspite of educating them.,पढ़ाव् के बावजूद आज भी माई-बाऊ अपने लइकी के शादी खातिर परेशान रहलन ।
